Lemma	Senses	Freq
clad	1	3
crystal clear	1	1
warn	1	1
arm	2	5
interesting	1	8
south african	1	2
England	1	1
imagine	2	7
brilliant	1	1
magnificent	1	1
float	1	1
circumstance	1	2
amazement	1	2
opal	1	1
ourselves	1	2
to begin with	1	1
bird	1	3
presence	4	8
chuckle	1	2
gently	2	2
hurried	1	1
moving	1	1
at least	1	4
neither	1	2
remember	1	8
tear	1	1
ticket	1	1
fresh	4	13
him	1	47
flesh	1	1
fast	1	1
key	2	3
journey	1	2
thrust	2	2
jade	1	1
distinguish	1	2
travel	2	3
all the time	1	1
safe	2	7
come to	2	3
on	1	1
too	2	13
far	5	13
copper	1	1
badly	2	2
occasionally	1	1
excited	1	1
coast	1	1
less	3	4
command	2	2
wind	1	2
sum	1	2
armchair	1	2
anyhow	1	1
yes	2	20
snarl	1	1
pull down	1	1
near	2	4
warmly	1	2
contrast	1	1
collection	1	1
direct	2	2
refuse	2	3
blandly	1	1
appeal	2	6
submit	2	2
young lady	1	3
yet	4	20
schemer	1	1
whip	1	2
yourselves	1	1
just	6	22
savagely	1	1
manacle	1	1
together	4	6
destination	1	1
vice	1	1
aperture	1	1
reverie	1	1
busybody	1	1
belong	1	1
hereditary	1	1
draw up	1	1
top-knot	1	1
lighten	1	1
herald	1	1
rapidity	1	1
lodger	1	1
income	1	3
fright	1	1
wonderful	1	1
marriage	2	7
wound	2	4
desire	2	3
stroke	1	1
o	1	3
mere	2	3
deep	5	10
associate	5	5
baboon	1	4
cup	1	1
undo	1	2
pencil	1	1
distant	1	1
honour	2	3
adventure	1	2
respect	2	2
wayside	1	1
bottom	3	3
disposition	1	2
great care	1	1
argument	1	1
tip	1	1
she	1	122
mind you	1	1
on the other hand	1	1
stock	1	1
sun	1	2
only	7	41
succeed	1	1
white-haired	1	1
lay	5	11
temper	1	3
hers	1	1
portion	2	2
aggressive	1	1
act	2	3
at first sight	1	1
rethink	1	1
stable-boy	1	3
about	4	12
able	1	9
effort	1	2
second	3	6
hesitation	1	1
point	7	18
give	15	23
m	1	2
fantastic	1	1
public	1	1
adjective	1	1
run down	1	1
cluster	1	1
wall	1	10
grab	1	2
dressing-table	1	1
visible	2	3
laugh	2	5
convey	2	5
last	3	18
laurel	1	1
exchange	2	2
pop	1	1
dear	3	9
disagreeable	1	1
kind	2	6
in front	1	9
time	7	40
account	2	2
expect	2	6
stile	1	2
inclination	1	1
instinct	1	1
housemaid	1	1
heart	3	6
fill in	1	1
t	1	3
low	4	8
right hand	1	1
reach	1	8
chat	1	1
guide	1	2
give rise	1	1
butler	1	1
injure	1	1
make up one's mind	1	2
india	1	3
flash	1	1
shield	1	1
behind	1	3
selfish	1	1
shot	2	6
last month	1	1
much	4	8
animal	1	2
tie	1	2
he	1	254
fate	1	3
natural	1	1
unclasping	1	1
want	3	11
highly	1	1
come	9	59
dressed	1	2
figure	4	11
suit	3	3
strong	2	7
fare	1	1
mine	1	3
depress	1	1
lay out	1	1
and then	1	13
assure	2	2
as well	1	2
vain	1	2
i	2	510
interview	1	2
11	1	1
table	1	15
6	2	3
who	1	7
pass	5	11
medical	1	2
project	1	1
produce	2	3
bind	2	2
burst	2	2
remain	4	7
childish	1	3
adder	1	1
simple	4	8
official	1	2
come up	1	2
face to face	1	1
milk	1	4
frill	1	1
drive	9	14
end	8	14
discolour	1	1
spider	1	13
statement	2	3
erroneous	1	1
calculation	2	2
stump	1	2
break in	1	1
fool	1	1
delay	1	1
dawdle	1	1
window-sill	1	1
for a while	1	1
carry out	1	1
vehicle	1	1
fine	1	1
turn up	1	1
examination	1	3
waste	1	1
around	1	2
square-towered	1	1
wake	1	1
rattle	1	1
ignorant	1	1
malodorous	1	1
mortgage	1	1
sound	6	11
nice	1	2
drill	1	1
intuition	1	1
depend upon	1	3
pleasure	3	3
ask	2	21
encamp	1	1
unlocked	1	1
thoroughly	1	1
barrel	1	1
splendidly	1	1
counterpane	1	1
meretricious	1	1
gossip	1	1
calcutta	1	1
off	2	3
mysterious	1	1
predecessor	1	1
divide	1	1
break up	1	1
seem	3	22
nettle	1	1
ventilate	1	1
responsible	1	2
more	4	20
dispatch	1	1
loop	1	2
come over	1	1
slither	1	1
kill	2	2
lash	2	6
builder	1	1
inscribe	1	1
fortune	1	1
bullet	1	8
shiver	1	2
gape	1	2
take away	1	1
inner	1	2
throw off	1	1
chill	1	1
choke	1	2
research	1	1
side	6	20
bring	4	8
break	5	5
agitation	2	2
here	4	36
scratch	1	1
drop	3	3
crack	1	1
certain	2	2
friend	3	21
client	1	3
surgeon	1	3
happiness	1	1
stepdaughter	1	2
fierce	1	1
instantaneous	1	1
recollect	1	1
red	1	2
particular	2	2
mad	3	3
theory	2	2
finish	1	1
both	1	13
alphabet	1	1
light	8	28
son	1	2
hardly	2	3
broad	1	3
grip	2	2
throw	6	19
inexorable	1	1
bank	1	1
connect	1	1
lank	1	1
various	2	2
speedily	1	1
unfortunate	2	2
precisely	1	1
dreadfully	1	1
break one's heart	1	1
future	1	1
pair	1	2
correct	2	5
vagabond	1	1
inquiry	3	5
united	1	1
assert	1	1
own	1	20
dead	2	9
condemn	1	1
come to light	1	1
tree	1	5
horror	2	4
power	1	1
florid	1	1
tuesday	1	1
paper	4	22
scare	2	3
unlike	1	1
things	1	1
honourable	1	1
lurk	1	1
turn off	1	1
snakish	1	1
attend	1	1
1000	1	3
opposition	1	1
peculiarly	1	1
gambler	1	1
catch	5	6
prisoner	1	3
police	1	2
grotesque	1	2
upwards	1	2
hot	1	1
poor	2	5
pray	2	6
shrubbery	1	1
urgently	1	1
send for	1	3
hurriedly	1	1
opposite	1	1
unsullied	1	1
top-hat	1	1
yellow	1	3
crackle	1	1
brazen	1	1
teach	1	1
cigar	1	2
peer	1	1
Certainly	1	1
when	3	57
come down	1	1
cave in	1	1
wait	4	11
confound	1	1
time-table	1	1
shawl	1	1
clothes	1	1
big cat	1	1
blue	2	3
squire	1	5
term	2	3
take aback	1	1
backward and forward	1	1
hiding	1	1
amusement	1	1
comic	1	1
swamp	1	1
clump	1	1
avenue	1	1
enter	1	9
claim	2	3
which is to say	1	1
hampshire	1	1
murderer	1	1
crocus	1	1
account for	2	2
comrade	1	1
sore	1	1
grope	1	1
dart	1	1
circumstances	1	1
feeling	1	1
fury	1	1
profoundly	1	1
take notice	1	1
punishment	1	2
accusation	1	1
pull	2	4
l	1	2
preserve	2	2
permeate	1	2
offer	2	3
make sense	1	1
christmas	1	1
boom	1	1
excitement	1	1
see	14	71
shadow	1	1
treat	1	1
within	1	1
message	2	13
wrought	1	1
oak	1	2
ordinary	2	2
path	2	3
cottage	1	1
forehead	1	1
get in	1	1
lately	1	1
earnestly	1	2
as it is	1	1
other	1	14
invest	1	3
walk in	1	1
shock	2	2
have got	1	2
overjoyed	1	1
lens	1	3
precaution	1	1
more than	1	9
not	1	104
copy	3	8
unfold	1	1
listen	2	4
momentary	1	1
hastily	1	1
country	2	2
cease	1	1
thousand	1	2
chicago	1	3
pocket	1	3
symbol	1	6
withdraw	1	1
its	2	16
center	1	2
evidence	3	7
apparition	1	1
clearly	2	4
shrug	1	1
death	4	16
and so	1	2
wicked	1	1
exclamation	1	2
billiard	1	2
pierce	1	1
at first	1	1
lady	2	25
lined	1	1
right-hand	1	1
hand-bag	1	1
impending	1	1
inn	1	4
disappoint	1	1
spot	2	2
girl	1	4
handbag	1	1
e	1	7
injured	1	2
corridor	1	6
whiff	1	1
metal bar	1	1
suspicion	3	5
fond	1	1
cross	4	5
training	1	1
must	2	9
pale	1	1
metropolis	1	1
bush	1	1
once and for all	1	1
remarkable	2	2
absence	1	1
hole	2	2
carry	2	2
gable	1	2
look for	1	2
bury	2	2
his	3	197
across	2	7
be full	1	1
cloud	1	1
unrepaired	1	1
reside	1	2
endure	1	1
himself	1	14
worry	1	1
convulsion	1	1
aristocratic	1	1
ferocious	1	1
idiot	1	1
numerical	1	1
damn	1	1
commend	1	1
evening	1	1
rumour	1	1
new	4	6
falling	1	1
darkness	3	8
disappointed	1	1
cablegram	1	1
knock against	1	1
2	5	33
open-eyed	1	1
lamp	1	7
single	3	4
leave	11	24
pebble	1	1
incapable	1	1
in some way	1	1
gold field	1	1
madam	1	4
hypothesis	1	1
kitchen	1	1
flow	1	1
dinner	1	1
write	3	10
deep water	1	1
stab	1	1
shake hands	1	2
lawn	1	11
spatter	1	1
scare off	1	1
reproduction	1	1
beyond	1	1
trim	2	2
whiten	1	1
brush	1	1
operation	1	1
condition	2	3
close	4	9
gun	1	1
remark	3	7
hurt	3	5
rouse	3	3
men	1	1
plunge	1	2
wrong	2	2
winter	1	1
pearl-white	1	3
wood	1	1
headache	1	1
possible	1	3
saddle	1	1
independently	1	1
lad	1	5
night	3	25
usual	1	1
avenge	1	1
drive away	1	1
dapper	1	1
arrest	1	1
pull off	1	1
squat	2	3
motion	1	1
rescue	1	1
author	1	1
cling to	1	1
telegraph	1	1
thick	1	2
Panama hat	1	1
claw	1	1
wrist	1	4
hit	1	1
duty	1	1
number	1	3
under	2	4
reply	2	5
part	1	1
cushion	1	1
occupy	2	2
minutely	1	1
solid	2	2
separate	1	2
atonement	1	1
v	1	1
backward	1	1
green	1	3
again	1	13
rapid	2	2
wilton	1	1
move into	1	1
in case	1	2
chest	1	1
turkish	1	1
believe	2	8
fortunate	1	1
loudly	1	1
hard	4	5
delirium	1	1
widow	1	2
firing	1	1
pitiable	1	1
daughter	1	1
burst forth	1	1
spurt	1	1
grass	1	2
tent	1	1
system	1	1
before	2	20
monograph	1	1
view	1	2
unlock	1	1
sheet of paper	1	4
systematic	1	1
Sherlock Holmes	1	3
retire	2	2
determine	3	3
honoured	1	1
rank	1	1
pleasant	1	1
bridge	1	1
masterful	1	1
anger	1	3
penetrate	1	1
curve	3	3
wood-work	1	1
indian	1	2
drawn	1	1
accustom	1	1
left	3	7
in vain	1	2
last night	1	3
whole	1	7
success	1	2
bequeath	1	1
wooden	1	6
straighten out	1	1
advise	1	1
breast	1	2
raise	4	6
thread	2	14
grove	2	2
ear	1	4
tragic	1	2
read	3	6
three-forty	1	1
brick	1	1
town	1	5
hint	1	1
unable	1	1
meddle	1	1
little	7	28
by and by	1	1
coax	1	1
fog	1	1
whitewash	1	1
to-day	2	4
railway	1	1
hall	1	1
footmark	1	1
bewilderment	1	1
immense	1	1
whatever	2	5
heartily	1	1
worm-eaten	1	1
swiftly	1	5
alarm	2	2
sundial	1	4
driver	1	4
twice	1	2
later	2	12
june	1	1
brawl	1	1
blanch	1	1
scaffolding	1	1
lichen	1	1
3	4	14
dancing	1	1
fortunately	1	1
empty	1	1
come in	1	2
miss	3	20
floor	2	11
poker	1	4
morning	2	23
interrupt	1	1
those	2	10
inexpressible	1	1
dot	1	1
back	5	20
desk	1	1
antics	1	1
evil	2	2
whom	1	1
spike	1	4
flower	1	5
split	1	1
forerunner	1	1
absorb	1	1
try	2	11
household	2	2
shoot	5	9
servitude	1	1
middle	3	5
option	1	1
understand	3	4
knot	1	1
throat	1	1
truth	2	3
nose	1	2
meaning	2	3
enable	1	1
take the plunge	1	1
feature	2	3
decided	1	1
bramble	1	1
hand	6	39
gutter	1	1
good-bye	1	1
melancholy	1	1
brave	1	1
anyone	1	5
show	6	17
bad	4	5
inspector	3	21
go	8	32
look	5	20
crab	1	1
rigid	1	1
headfirst	1	1
breadth	1	2
main	1	2
acquirement	1	1
tired	1	1
refer	1	1
league	1	1
shake	5	6
twisted	1	1
save	2	5
bolt	1	1
glory	1	1
rather	3	5
be	10	465
positive	1	1
distance	1	2
insolence	1	1
in the way	1	1
movement	1	1
along	2	2
high	1	7
queer	1	3
receive	2	2
outset	1	1
commit	1	1
soothingly	1	1
writing	1	3
asleep	2	2
bar	3	5
alert	1	1
code	1	1
through	1	4
case	5	22
groom	1	1
colleague	1	2
question	3	5
wrinkle	1	1
considerable	1	4
once	3	12
answer	5	17
adapt	1	1
force	4	4
suppose	2	6
my	1	168
protrude	1	1
indeed	2	9
brownish	1	1
press	1	2
expense	1	1
rich	1	3
room	1	50
third	1	5
observe	4	8
already	1	11
audible	1	1
need	4	8
revolver	1	7
thrill	1	1
word	4	24
loud	2	5
termination	1	1
night-clothes	1	1
evidently	1	3
hooked	1	1
writhe	1	3
satisfactory	1	1
joy	1	2
body	1	3
free	1	1
nocturnal	1	1
that	2	95
then	3	60
link	2	2
pledge	2	2
parsonage	1	1
rise	2	5
below	2	6
track	2	2
earnest	1	1
come out	1	1
criminal	2	3
eye	2	31
appear	4	10
absolute	2	2
speckle	1	1
boy	2	3
seared	1	1
old man	1	3
month	2	7
set	3	3
neck	1	2
investigation	2	9
consequence	1	1
just in time	1	1
find	8	24
presume	1	2
swarthy	1	1
Suddenly	1	1
basis	1	2
consciousness	1	3
comely	1	1
regain	1	1
7	2	3
collect	1	1
nervous	1	4
hubbub	1	1
end up	1	1
buddha	1	8
conceal	1	1
call	6	7
despair	1	3
continuously	1	1
position	4	7
deduce	2	2
like	2	18
large number	1	1
wasteful	1	1
thin	2	6
notorious	1	1
4	2	8
all over	2	3
result	3	5
well-known	1	1
ready	1	5
please	1	1
think over	1	1
terrified	1	2
object	2	4
sink	4	9
address	3	4
probably	1	4
no one	1	5
wretched	1	1
exact	2	3
knock up	1	3
accident	1	1
palm	1	2
o'clock	1	5
mother	1	5
take place	1	2
pause	1	1
graphic	1	1
cheerful	1	1
horribly	1	1
lookout	1	1
out	4	4
crime	1	5
mistress	1	1
overlook	1	1
inscription	1	2
population	1	1
head	2	13
blink	1	1
deadly	2	3
cylinder	1	1
astonishment	1	2
chain	1	2
lie in wait	1	1
speckled	1	4
this	2	118
trip	1	1
service	1	1
invent	1	3
deceive	1	1
sometimes	1	5
mountain	1	4
letter	2	23
quietly	3	4
silence	2	6
past	4	7
agricultural	1	2
border	1	2
fairly	1	1
flannel	1	1
crumple	1	1
true	1	2
find out	1	2
degree	1	1
handsome	1	1
shelf	1	1
admiration	1	1
hold	4	8
hansom	1	1
doubt	4	8
signal	2	3
villager	1	1
criminal law	1	1
hasp	1	1
instruction	1	1
insufficient	1	1
likely	2	6
aware	1	4
smile	2	6
tiara	1	1
above	1	2
for the first time	1	1
belief	1	1
silently	1	1
rush	3	7
open	7	23
gleam	4	4
plain	2	2
ago	2	11
accompany	1	1
lonely	2	4
turn	11	19
h	1	2
clasp	1	1
thank you	1	1
there	3	46
arrive	1	1
farm	1	3
glove	1	1
bell-pull	1	3
next	2	7
cord	1	1
beautiful	1	1
now	6	49
carpet	1	1
mr.	1	33
ineffable	1	2
take in	2	2
always	3	13
venture	1	1
material	1	2
production	1	2
vanish	1	1
have	11	85
twin	1	2
opinion	2	2
obtain	1	1
mantelpiece	1	1
sit up	1	1
square	1	1
stretch	1	2
beam	1	1
ground floor	1	1
day	6	17
arbitrary	1	1
grim	1	1
issue	1	1
puzzle	1	1
alone	3	4
settee	1	1
cane	1	4
till	1	2
up and down	2	5
convulsive	1	1
decide	2	3
turn to	1	4
nervously	1	1
out of the way	1	1
extend	2	2
wander	2	4
grey	2	5
series	1	2
nerve	1	1
scent	1	1
fit	4	4
resemblance	1	1
stepfather	1	12
sister	1	23
worth	1	1
set down	1	1
dense	1	1
stool	1	1
effect	3	3
cunning	2	2
adjoin	1	1
profitable	1	1
advance	1	1
possession	1	2
lovely	1	1
push	1	1
peace	1	2
golden	1	2
draw	9	16
wild	3	3
confine	1	1
skill	1	1
detail	2	3
to and fro	1	1
staple	1	1
promptly	1	1
holmes	1	18
hushed	1	1
impassable	1	1
besides	1	1
logical	1	1
uneasy	2	2
return ticket	1	1
quite	4	12
bent	1	1
scandal	1	1
ruddy	1	1
discharge	1	1
excursion	1	1
step	5	8
itself	1	5
reflection	1	1
for example	1	2
at any rate	2	2
creep	1	2
conceivable	1	1
survivor	1	1
huge	1	4
discretion	1	1
endeavour	1	1
advantage	2	2
man	3	50
shriek	2	2
step-daughter	1	1
perch	1	1
pocketbook	1	1
allow	4	6
drawing	1	1
cue	1	1
case-book	1	1
speculation	1	1
good sense	1	2
steel	1	2
gentle	4	4
guess	1	1
arrive at	1	1
dress	2	3
truthful	1	1
in order	1	3
take up	1	1
bag	1	1
they	1	37
hedge	1	1
cry	5	18
tell	6	27
crush	1	1
england	1	8
outside	6	8
subtle	2	3
jut	1	1
several	1	7
put off	1	1
fold up	1	1
Grimesby Roylott	1	8
cut off	1	1
order	3	5
secrecy	1	1
stream	1	1
long time	1	1
feel	3	9
thorough	1	1
comment	1	1
perhaps	1	13
box	1	1
country-house	1	1
30	1	2
ill-trimmed	1	1
conscious	1	3
affair	1	6
unite	1	1
entangle	1	1
plantation	1	3
distinct	1	1
drag out	1	1
visitor	1	7
robbery	1	1
repeat	1	1
chemical analysis	1	2
god	1	3
wear	1	1
prolong	1	1
epilogue	1	1
public exposure	1	1
dying	1	1
fancy	3	5
call back	1	1
very	4	66
